id,u_id,u_description,u_name,u_screen_name,u_lang,u_statuses_count,u_followers_count,u_friends_count,latitude,longitude,type,place_type,area,c_country,c_state,c_county,c_geoid,created_at,hashtags,text
497129406713061377,720436417,Samar,Hakima,SoltanaaaaH,fr,74625,2735,1868,33.858333,10.111435,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 17:17:41 -0400,,@Ne2souille Ptdr lapparenceeeeee
497186281273966594,720436417,Samar,Hakima,SoltanaaaaH,fr,74647,2737,1869,33.858393,10.111529,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 21:03:41 -0400,,"Mais frero toute votre vie c'est dire ""la Tunisie c'est petit"" mais la chatte a vos mères elles est grosse bande de pd"
497195544956379136,720436417,Samar,Hakima,SoltanaaaaH,fr,74674,2742,1871,33.858408,10.111599,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 21:40:30 -0400,,@Aymeen92 mais Aymen quand tu fais le cœur comme ça ?
497196056921509888,720436417,Samar,Hakima,SoltanaaaaH,fr,74675,2743,1871,33.85837,10.111593,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 21:42:32 -0400,,@TimsPoto deux moi t'es grave fou toi
497197081237651456,720436417,Samar,Hakima,SoltanaaaaH,fr,74678,2744,1872,33.858368,10.111586,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 21:46:36 -0400,,@SkanderCsl je pensais pas il allait te plaire autant
497197767115407361,720436417,Samar,Hakima,SoltanaaaaH,fr,74684,2744,1872,33.858352,10.111587,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 21:49:19 -0400,,Mais c'est sur je vais rater la rentrer
497197961567535104,720436417,Samar,Hakima,SoltanaaaaH,fr,74685,2744,1872,33.858352,10.111587,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 21:50:06 -0400,,La CPE de mon lycée c'est la personne que je déteste le plus au monde
496844587693273088,720436417,Samar,Hakima,SoltanaaaaH,fr,74536,2734,1855,33.858358,10.111452,llp,country,156660526163.688,TUN,Gabès,,,2014-08-05 22:25:55 -0400,,Moi je suis en vacance je me moque de ceux qui travaillent mais a la rentrée ils vont avoir de l'argent et pas moi
496846026368897025,720436417,Samar,Hakima,SoltanaaaaH,fr,74546,2735,1856,33.858323,10.111532,llp,country,156660526163.688,TUN,Gabès,,,2014-08-05 22:31:38 -0400,,Ma cousine la blédarde bref elle me soule elle veut devenir mannequin et tout que elle me raconte sa vie m'en blc
496846436177551360,720436417,Samar,Hakima,SoltanaaaaH,fr,74549,2735,1856,33.858421,10.111602,llp,country,156660526163.688,TUN,Gabès,,,2014-08-05 22:33:16 -0400,,Et surtout les gens qui pensent faire peur ne font peur a personne
496848546281574400,720436417,Samar,Hakima,SoltanaaaaH,fr,74555,2735,1856,33.858332,10.111526,llp,country,156660526163.688,TUN,Gabès,,,2014-08-05 22:41:39 -0400,,Mais jamais je disais a mes parent parce que mon père il aime trop les problèmes un jour il a poussé ma prof et tout
496955251816398848,427553947,"",loussa11ben,loussa11ben,fr,14168,465,491,33.887735,10.102706,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 05:45:39 -0400,,@masmoudi_M Elle est où la limousine blindée de la Régente de Carthage ? Trophée de guerre ...
496990722143571969,720436417,Samar,Hakima,SoltanaaaaH,fr,74571,2736,1869,33.858353,10.111561,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 08:06:36 -0400,,Mon père il veut pas m'en mener  a la plage aujourd'hui
496992098093379585,720436417,Samar,Hakima,SoltanaaaaH,fr,74572,2736,1869,33.858351,10.111559,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 08:12:04 -0400,,Mais pour mon père une femme ça doit rester a la maison et faire le ménage et a manger rien d'autre
496993214742921216,720436417,Samar,Hakima,SoltanaaaaH,fr,74576,2736,1869,33.858286,10.111493,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 08:16:30 -0400,,Et frero je m'en blc
497116337718984704,720436417,Samar,Hakima,SoltanaaaaH,fr,74604,2737,1868,33.858264,10.111526,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 16:25:45 -0400,,@AminVitryy oui j'habite a coter
497122757138989056,720436417,Samar,Hakima,SoltanaaaaH,fr,74606,2736,1868,33.858369,10.111593,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 16:51:16 -0400,,Moi ma sœur je l'aime pas c'est simple
497123084701564929,720436417,Samar,Hakima,SoltanaaaaH,fr,74609,2736,1868,33.858348,10.111564,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 16:52:34 -0400,,@FathalliRamy mais tu sais pas a quel point je peux pas la voir c'est trop
496999090514051073,720436417,Samar,Hakima,SoltanaaaaH,fr,74586,2736,1869,33.858328,10.111534,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 08:39:51 -0400,,@SaafaDcs ouais trql
496999714962034689,720436417,Samar,Hakima,SoltanaaaaH,fr,74590,2736,1869,33.858375,10.1115,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 08:42:20 -0400,,@SaafaDcs oui et j'en profite encore 😊
497000992580591616,2192622582,Tunisian.Born on ２６.０２. | 18.11.1998 - 22.01.2014 Ziyad❤️| تونسيسواهيلي ., Tunüs!,SniperrNur,en,17831,339,416,33.878839,10.098056,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 08:47:25 -0400,,Amazing day💥 http://t.co/xoWFgfOO1X
497015465202692096,720436417,Samar,Hakima,SoltanaaaaH,fr,74597,2739,1871,33.858348,10.111563,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 09:44:55 -0400,,😂😂😂😂😂😂😂😂
497036010845642752,427553947,"",loussa11ben,loussa11ben,fr,14172,465,491,33.889767,10.113592,llp,country,156660526163.688,TUN,Gabès,,,2014-08-06 11:06:34 -0400,,@Lenounette La garde robe de Michèle Obama est une coquille vide ...
497510735409602560,315954796,multi gaming chef de team. FF team the boss FF team love ( xbox 360 et xbox one ),lubi77400,ramibenfraj,fr,1370,41,214,33.877468,10.111974,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 18:32:57 -0400,,@PowA_EdeN bon anniversaire gros et merci pour le contenu que tu nous offre que se soit seule ou avec la team !
497824387736014848,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74997,2778,1898,33.858375,10.111676,llp,country,156660526163.688,TUN,Gabès,,,2014-08-08 15:19:17 -0400,,C'est ça de pas avoir d'amis ni de gars ni de vie social
497824294085607424,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74996,2778,1898,33.858375,10.111676,llp,country,156660526163.688,TUN,Gabès,,,2014-08-08 15:18:55 -0400,,Mais moi je veux manger au resto ce soir mains personne veut venir avec moi..
497973322844737536,427553947,"",loussa11ben,loussa11ben,fr,14209,464,490,33.889767,10.11356,llp,country,156660526163.688,TUN,Gabès,,,2014-08-09 01:11:06 -0400,,Suède : ce candidat aux législatives prétend être le fils caché de Mitterrand http://t.co/IdpL2bYJLj via @Le_Parisien
497973739808899072,427553947,"",loussa11ben,loussa11ben,fr,14210,464,490,33.889768,10.113559,llp,country,156660526163.688,TUN,Gabès,,,2014-08-09 01:12:46 -0400,Mitterrand DSK ,@le_Parisien L'essaimage de #Mitterrand contraste avec le braconnage de #DSK ...
497982220582547456,427553947,"",loussa11ben,loussa11ben,fr,14212,464,490,33.889767,10.11356,llp,country,156660526163.688,TUN,Gabès,,,2014-08-09 01:46:28 -0400,DSK Tunisienne ,@le_Parisien #DSK est le fils de Jacqueline Fellousse #Tunisienne ...
497974185268768769,427553947,"",loussa11ben,loussa11ben,fr,14211,464,490,33.889768,10.113558,llp,country,156660526163.688,TUN,Gabès,,,2014-08-09 01:14:32 -0400,,Bon réveil excellent weekend à toutes et à tous ...
498402847688359938,2356180142,Dj @ Trk Kosmos. Unity Dj's,Walid Kahloul,dj_valid0609,fr,276,17,93,33.877536,10.090014,llp,country,156660526163.688,TUN,Gabès,,,2014-08-10 05:37:53 -0400,mafia мафия InstaSize ,Troll by #mafia  #мафия издевается .. #InstaSize @ Gabes El Menzèl http://t.co/LxRl694YgC
498443367483973632,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,75073,2776,1887,33.858346,10.111564,llp,country,156660526163.688,TUN,Gabès,,,2014-08-10 08:18:54 -0400,,Pq mes cousines c'est des putes ?
498442972976148481,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,75071,2776,1887,33.858317,10.111508,llp,country,156660526163.688,TUN,Gabès,,,2014-08-10 08:17:20 -0400,,Ma mère elle est énervé tah les fou aujourd'hui :) je suis dans la merde :)
498431835261898752,427553947,"",loussa11ben,loussa11ben,fr,14237,466,491,33.889742,10.113545,llp,country,156660526163.688,TUN,Gabès,,,2014-08-10 07:33:04 -0400,,Bon après midi ... http://t.co/vH4NTlXiH3
498444562491510784,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,75079,2776,1887,33.858321,10.111516,llp,country,156660526163.688,TUN,Gabès,,,2014-08-10 08:23:39 -0400,,@AnissaJaab j'en ai grave marre
498444065370017793,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,75077,2776,1887,33.858253,10.111335,llp,country,156660526163.688,TUN,Gabès,,,2014-08-10 08:21:40 -0400,,@HSbagh mdrr oui
498446750261473281,1424045430,"",samsam ,samar_tns,fr,78176,843,330,33.813633,10.148917,llp,country,156660526163.688,TUN,Gabès,,,2014-08-10 08:32:20 -0400,,La plage elle est blindé ya même pas de place
498464927993319424,1424045430,"",samsam ,samar_tns,fr,78178,843,330,33.813633,10.148917,llp,country,156660526163.688,TUN,Gabès,,,2014-08-10 09:44:34 -0400,,Ptdrrrrrr mais enfaite c'est trop de forcer comme ça
498480251086061568,237332893,snapchat:  alvesluuana          /     .. instagram: luuanalves_,luuu ,LuuanaAlves_,pt,20754,242,138,33.889069,10.112261,llp,city,157223301.32714802,TUN,Gabès,,,2014-08-10 10:45:27 -0400,,Hoje é dia do ......
498480465381433344,237332893,snapchat:  alvesluuana          /     .. instagram: luuanalves_,luuu ,LuuanaAlves_,pt,20755,242,138,33.889069,10.112261,llp,country,156660526163.688,TUN,Gabès,,,2014-08-10 10:46:18 -0400,,"Do povo fica postando fotos fazendo textos e mais textos declarando seu amor pelo seu pai, mais amanhã ja vão tá falando que odeia o veio k"
497526911850258432,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74818,2765,1889,33.858394,10.111546,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 19:37:14 -0400,,@Aymeen92 ptdrrr j'ai que 20 rt Wsh
497527423836364800,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74821,2765,1889,33.858313,10.111518,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 19:39:16 -0400,,@216_94 je te jure Vasy que des jaloux
497527192071700480,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74820,2765,1889,33.858388,10.111526,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 19:38:20 -0400,,Mais moi j'en ai marre je mange tjrs les même truc je veux découvrir d'autre saveur
497534670192771072,2461049105,"",Souraya ,Sourayakaouas,fr,21,13,15,33.861968,10.099809,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 20:08:03 -0400,,"“@Tunivisions: Tunisie , Transport aérien : SYPHAX Airlines : TUNIS  PEKIN : Cest dans la poche ! http://t.co/vIsgR99OGa”"
497547518277091328,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74867,2766,1891,33.858393,10.111577,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 20:59:07 -0400,,@eliastique ptdrr mais j'étais archi déter en plus
497555335834763264,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74891,2767,1892,33.858329,10.111517,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 21:30:10 -0400,,C'était en classe de mer
497529128628023296,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74826,2765,1889,33.858354,10.111566,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 19:46:02 -0400,,Moi a la rentré je m'inscrit a la gym c'est décidé
497556542586388480,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74896,2767,1892,33.858364,10.111575,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 21:34:58 -0400,,"Il y avait une meuf dans ma classe elle était trop intelligente , un jour je lui ai dit tu veux faire quoi plus tard ?"
497559232238321664,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74910,2767,1892,33.85835,10.111558,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 21:45:39 -0400,,"C'est a base de tu te fais doigter , non mais toi ta sucer a la chicha ^^ je suis dépassé"
497530685205540864,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74835,2765,1890,33.858333,10.111572,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 19:52:13 -0400,,Ptdr mais tout a l'heure j'ai pleuré quand mon père il a soufflé ses bougies vous savez pas vous
497529679583383553,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74829,2765,1890,33.858326,10.111565,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 19:48:13 -0400,,"Ma tante la blédarde elle aime trop parler de ""hum hum"""
497554032194756608,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74884,2767,1892,33.858355,10.111563,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 21:25:00 -0400,,Mais c'est une honte c'est grave sale la drogue ou la prison ou je sais pas quoi
497555957644525568,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74895,2767,1892,33.858364,10.111575,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 21:32:39 -0400,,Kik : HakimaDY
497526125422477312,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74817,2765,1889,33.858361,10.111582,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 19:34:06 -0400,,Que j'ai rigolé et tout bref
497531476695867392,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74836,2765,1890,33.858346,10.111563,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 19:55:22 -0400,,Aussi a chaque anniversaire j'ai peur je me dit imagine c'est le dernier qui va passer avec nous
497555506937217024,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74893,2767,1892,33.85836,10.111569,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 21:30:51 -0400,,@AmiineeMiimso mais genre tu comprend toute les musiques ?
497535101388193792,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74851,2766,1890,33.858352,10.111532,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 20:09:46 -0400,,L'accent du sud ça va bien aux gars mais pas aux filles
497553231716044800,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74879,2767,1892,33.858371,10.111667,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 21:21:49 -0400,,Mais elle est grave bien bah bien sur vue que c'est une musique gabsiya
497557761035886592,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74903,2767,1892,33.858322,10.111531,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 21:39:49 -0400,,Quel bande de pute ^^
497528618244116481,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74824,2765,1889,33.858304,10.111551,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 19:44:00 -0400,,@Aymeen92 et pq tu rt pas mon tweet
497555102220419072,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74889,2767,1892,33.858339,10.111541,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 21:29:15 -0400,,@samar_tns mais rt qu'on suive aussi
497558329468919808,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74905,2767,1892,33.858355,10.111566,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 21:42:04 -0400,,Les gars qui défendent les beurettes ^^
497558692427231232,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74908,2767,1892,33.858456,10.11147,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 21:43:31 -0400,,@Adaam_Tounsi une colonie de fille facile ^^
497563052423020544,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74927,2767,1891,33.858241,10.111548,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 22:00:50 -0400,,Mais bref c'est mieux vous vous rachetez
497629416684797952,427553947,"",loussa11ben,loussa11ben,fr,14193,464,490,33.889767,10.113593,llp,country,156660526163.688,TUN,Gabès,,,2014-08-08 02:24:33 -0400,,Irak : Obama autorise des frappes aériennes pour éviter un «génocide» http://t.co/x6fSG98JMG via @Le_Parisien
497560854481891329,720436417,Samar,Hakima☀️,SoltanaaaaH,fr,74919,2767,1890,33.858347,10.111574,llp,country,156660526163.688,TUN,Gabès,,,2014-08-07 21:52:06 -0400,,C'est trop j'ai jamais vue ça
497645812240089088,427553947,"",loussa11ben,loussa11ben,fr,14195,464,490,33.887903,10.102553,llp,country,156660526163.688,TUN,Gabès,,,2014-08-08 03:29:42 -0400,Ennahdha ,@Ochlocratie Normal la battologie et l'entomonase caractérisent le discours d' #Ennahdha ...
497654193168322560,427553947,"",loussa11ben,loussa11ben,fr,14196,464,490,33.887903,10.102553,llp,country,156660526163.688,TUN,Gabès,,,2014-08-08 04:03:00 -0400,,EN DIRECT. Israël - Gaza : Netanyahu ordonne la riposte http://t.co/uKf5kOZoaC via @Le_Parisien
506774327514365952,427553947,"",loussa11ben,loussa11ben,fr,14820,512,531,33.889742,10.113552,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 08:03:09 -0400,,"@ja3far2012 @adel_0 Tout le problème est là , prendre le Tunisien pour un con ..."
506762867841175552,427553947,"",loussa11ben,loussa11ben,fr,14816,512,531,33.887244,10.107946,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 07:17:37 -0400,,"@adel_0 Ce sont des confidences d'un responsable de la STEG à Gabès qu'on peut vérifier facilement , un câble ne cause jamais ce drame ..."
506769517524299776,1319178439,"creando mi propio sueño,mis metas y mi vida, Adorando ami Ivana mi bichon maltés #Monitora de Aeróbic y step #kickboxing #K1 @team_Bellido",Mónica ,monica_3006,es,9896,726,682,33.868587,10.099648,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 07:44:02 -0400,palazzio ,@mariach_20 @CristianATM jaja te enamoraste de el más verlo en #palazzio
506773362723782656,427553947,"",loussa11ben,loussa11ben,fr,14819,512,531,33.889736,10.11355,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 07:59:19 -0400,,@ja3far2012 @adel_0 Ne peut être nullement la cause d'une coupure générale 2/2 CQFD
506768776998952960,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76403,2813,1932,33.858326,10.111527,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 07:41:06 -0400,,ptddddddddddddddddrrr mais c'est madame Meurine
506816947913510912,427553947,"",loussa11ben,loussa11ben,fr,14825,512,531,33.889736,10.113512,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 10:52:31 -0400,,@adel_0 @ja3far2012 Les électrons radioactifs connaissent bien la loi de Poisson pour noyer le poisson ...
506838199667523586,547637534,I LOVE  TRANCE MUSIC,bougatfa taher,bougatfataher,fr,452,20,192,33.879814,10.102071,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 12:16:58 -0400,,http://t.co/nB3wnlY4s8
506849878103060480,427553947,"",loussa11ben,loussa11ben,fr,14829,511,530,33.889733,10.113551,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 13:03:22 -0400,,"VIDÉO. Attaquée sur ses origines, Najat Vallaud-Belkacem réagit  http://t.co/uytCNg38jA via @Le_Parisien"
506891037256994816,427553947,"",loussa11ben,loussa11ben,fr,14832,511,530,33.889768,10.113559,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 15:46:55 -0400,Ooridoo ,Les propriétaires de #Ooridoo détiennent en otage le citoyen Mahmoud Bounab ...
506963410312261633,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76414,2811,1928,33.858325,10.111654,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 20:34:30 -0400,,"Et c'est mm pas marrant vos ""il y a trop d'arabe et de noir dans ma classe je vais pas travailler "" nvm jamais vous êtes drôle ou orignal"
506438369480814592,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76342,2816,1932,33.858294,10.111398,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 09:48:11 -0400,,*suuur
506438554533507073,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76343,2816,1932,33.858312,10.111467,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 09:48:55 -0400,,@AmiineeMiimso excuse nous
506438745554702336,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76344,2816,1932,33.858312,10.111467,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 09:49:40 -0400,,Mais moi je suis au bled je suis au courant de rien je suis la je vous pose des questions vous m'ignorez
506442279536824321,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76345,2815,1932,33.858257,10.111535,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 10:03:43 -0400,,Et les gens ils me parlent juste pour me demander de leur ramener des trucs du bled hahahhaha je vais vous ramenez vos mères la putes ouais
506442692268949504,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76348,2815,1932,33.858272,10.111528,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 10:05:21 -0400,LRT ,Déjà tema t'es sourcils c'est normal  qui t'es quitté #LRT
506443030443073537,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76349,2815,1932,33.858367,10.111562,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 10:06:42 -0400,,"""La religion c'est pas son fort"" mdr mais toi t'es qui"
506443361151377409,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76352,2814,1932,33.858366,10.111558,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 10:08:01 -0400,,@AmiineeMiimso bah pour la peine nn
506475220207935488,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76355,2814,1933,33.858406,10.111563,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 12:14:37 -0400,,Ptdrrr il y en a ils ont la rage parce que je suis au bled et pas eux
506475251241582592,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76356,2814,1933,33.858406,10.111563,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 12:14:44 -0400,,Votre pute de vie tjrs c'est rageux.
506486633336545280,427553947,"",loussa11ben,loussa11ben,fr,14797,508,530,33.889738,10.113492,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 12:59:58 -0400,LPR ,La #LPR est un parti politique ! C'est l'histoire d'un lit vertical ...Histoire à dormir debout ...
506694058627313664,427553947,"",loussa11ben,loussa11ben,fr,14805,511,530,33.889768,10.113563,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 02:44:12 -0400,,Conférence de presse en Iran admirer la courtoisie et la civilité de l'homo-érectus laissant sa collègue au parquet http://t.co/RQ4z8nJXym
506632959072665600,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76360,2815,1931,33.85835,10.111602,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 22:41:24 -0400,,Voilà tout le monde dort
506633945719795712,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76367,2815,1931,33.858358,10.111545,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 22:45:20 -0400,,Toi et ta sœur mais es ce que c'est du respect ?
506637834678464512,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76384,2814,1931,33.858367,10.11156,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 23:00:47 -0400,,Mdr ouais sisi bsatek ta nouvelle meuf
506637972780118016,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76385,2814,1931,33.858378,10.111576,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 23:01:20 -0400,,Darine ou Delphine ou Daniela bref
506641568049430529,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76395,2813,1931,33.85835,10.111558,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 23:15:37 -0400,,Team bac pro
506641640371814401,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76396,2813,1931,33.858367,10.111563,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 23:15:54 -0400,,Et les meufs sans avenir elles finissent caissière a H&amp;M
506634317599358977,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76370,2815,1931,33.858284,10.111529,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 22:46:48 -0400,,Imagine tu vas te marier et ton futur mari il tombe amoureux de votre organisatrice de mariage
506603283168104448,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76357,2816,1931,33.858369,10.111563,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 20:43:29 -0400,,@HhhHobi jamais
506614313764024320,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76358,2816,1931,33.85844,10.111581,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 21:27:19 -0400,,Ya des gars c des bg mais tellement ils sucent des vielles putes et  commentent les photos de beurette c  lécheur bah ils deviennent moche
507073048248606720,427553947,"",loussa11ben,loussa11ben,fr,14840,510,530,33.887741,10.102629,llp,country,156660526163.688,TUN,Gabès,,,2014-09-03 03:50:10 -0400,,@ja3far2012 Ma conviction pas d'intention de tuer mais de détourner l'opinion de la bavure et de la mort de la Tuniso-Allemande  ...
506513863828074496,427553947,"",loussa11ben,loussa11ben,fr,14802,508,530,33.889731,10.113508,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 14:48:10 -0400,EI ,@Kitty77000 @walidasamra Effectivement c'est le paranoïaque El Baghdadi le Calife de l' #EI ...
506526418202025984,427553947,"",loussa11ben,loussa11ben,fr,14804,509,530,33.889774,10.113524,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 15:38:03 -0400,,Bonne soirée ... http://t.co/p5iAbFvrLS
507205224524972032,427553947,"",loussa11ben,loussa11ben,fr,14854,511,532,33.889718,10.113499,llp,country,156660526163.688,TUN,Gabès,,,2014-09-03 12:35:23 -0400,,"@loussa11ben Biographie erronée , faut-il rappeler le procès intenté contre lui par le gouvernement de Chirac ..."
507876400972705792,427553947,"",loussa11ben,loussa11ben,fr,14914,511,532,33.889735,10.113509,llp,country,156660526163.688,TUN,Gabès,,,2014-09-05 09:02:24 -0400,obscurantistes ,"@Louloucss Comment rester neutre devant cette image , c'est la Tunisie confisquée par les #obscurantistes ... http://t.co/n4nxZADsfT"
507897849754161152,427553947,"",loussa11ben,loussa11ben,fr,14916,511,532,33.889768,10.113561,llp,country,156660526163.688,TUN,Gabès,,,2014-09-05 10:27:38 -0400,,@Lenounette Mariée à un Allemand ...
507983162837057536,427553947,"",loussa11ben,loussa11ben,fr,14922,512,533,33.889765,10.113559,llp,country,156660526163.688,TUN,Gabès,,,2014-09-05 16:06:38 -0400,,"@Louloucss Comme fromage je préfère du Gruyère à Hollande ""Edam"" , meilleure cavité prix ..."
507793326293385216,427553947,"",loussa11ben,loussa11ben,fr,14906,511,532,33.887741,10.102631,llp,country,156660526163.688,TUN,Gabès,,,2014-09-05 03:32:17 -0400,LPR ,A vendre deux petites roulettes stabilisatrices à l'arrière utiles à ceux qui ne sont pas devant ...Contacter l'ex #LPR ...
